시설용량,물리적,생물학적,고도,유입하수량,물리적 유입하수량,생물학적 유입하수량,고도 유입하수량,방류량,물리적 방류량,생물학적 방류량,고도 방류량,유입 BOD,방류 BOD,유입 COD,방류 COD,유입 SS,방류 SS,유입 T-N,방류 T-N,유입 T-P,방류 T-P,유입 총대장균군수,방류 총대장균군수,처리효율,처리부하량,연계처리량_분뇨,연계처리량_축산,연계처리량_침출수,연계처리량_기타,사업비(백만원),방류수 소독방법,목표수질(BOD),재생에너지 이용률,총 에너지사용량,총 전력사용량,자체 에너지사용량,하수처리량당 (CO2)배출량,위탁비용,직원총수(명),안전사고건수,시도,구군,시설명,소재지,처리방법,적용신기술,중심처리시설,운영주체,명칭,지역구분,세부단위 구역,지류,수계,준공일_day,가동개시일_day
100,0,0,100,51.7,0,0.0,51.7,51.7,0,0.0,51.7,123.7,6.4,87.6,13.2,125.4,6.4,41.361999999999995,13.835,4.205,1.426,22323,41,94.8,6.1,0.0,0.0,0.0,0.0,891.0,염소 자외선 오존 기타,Ⅰa,0.0,6.7,29099.0,0.0,0.877,16.9,0,0,강원도,양구군,원당리,강원 양구군 동면 원당리 842 ,"접촉산화법,A2O",0,남면,민간(대행),춘천댐,500톤 미만 50톤 이상,북한강상류,서천,한강,7140,7140
100,0,0,100,52.2,0,0.0,52.2,52.2,0,0.0,52.2,108.3,6.5,87.2,13.7,109.1,6.4,35.114000000000004,13.822000000000001,3.628,1.5430000000000001,20769,35,94.0,5.3,0.0,0.0,0.0,0.0,709.0,염소 자외선 오존 기타,Ⅰa,0.0,1.3,5853.0,0.0,0.5670000000000001,16.9,0,0,강원도,양구군,후곡리,강원 양구군 동면 후곡리 768-1 ,"접촉산화법,A2O",0,남면,민간(대행),춘천댐,500톤 미만 50톤 이상,북한강상류,서천,한강,6818,6818
60,0,60,0,51.1,0,0.0,51.1,51.1,0,0.0,51.1,117.3,5.8,86.2,11.9,116.0,5.3,39.001999999999995,12.137,3.9139999999999997,1.3940000000000001,21828,33,95.1,5.7,0.0,0.0,0.0,0.0,1874.0,염소 자외선 오존 기타,Ⅰa,0.0,5.5,23822.0,0.0,0.585,16.9,0,0,강원도,양구군,학조리,강원 양구군 양구읍 학조리 428 428,PSBR,0,남면,민간(대행),춘천댐,500톤 미만 50톤 이상,북한강상류,공리천,한강,3304,3304
50,0,0,50,59.2,0,0.0,59.2,59.2,0,0.0,59.2,128.5,5.6,85.6,11.3,129.7,6.4,43.776,12.427,4.352,1.5019999999999998,23127,39,95.6,7.3,0.0,0.0,0.0,0.0,789.0,자외선 오존 기타,Ⅰa,0.0,7.6,33009.0,0.0,0.7,16.9,0,0,강원도,양구군,도촌리,강원도 양구군 남면 도촌리  165-2  ,"접촉산화법,TBCR-Ⅱ",0,남면,민간(대행),춘천댐,500톤 미만 50톤 이상,북한강상류,창리천,한강,8631,8631
50,0,0,50,47.1,0,0.0,47.1,47.1,0,0.0,47.1,125.9,6.1,85.2,12.4,125.5,6.0,41.013000000000005,12.425,4.208,1.4280000000000002,22480,38,95.2,5.6,0.0,0.0,0.0,0.0,810.0,염소 자외선 오존 기타,Ⅰa,0.0,6.0,26150.0,0.0,0.6970000000000001,16.9,0,0,강원도,양구군,만대리,강원 양구군 해안면 만대리 1266-1 ,"접촉산화법,A2O",0,남면,민간(대행),인북천,500톤 미만 50톤 이상,북한강상류,인북천,한강,6824,6824
50,0,0,50,39.0,0,0.0,39.0,39.0,0,0.0,39.0,117.9,5.3,84.7,10.9,117.5,4.7,36.659,11.620999999999999,3.787,1.3419999999999999,21100,34,95.5,4.4,0.0,0.0,0.0,0.0,1765.0,염소 자외선 오존 기타,Ⅰa,0.0,4.1,18057.0,0.0,0.5820000000000001,16.9,0,0,강원도,양구군,송현1리,강원 양구군 방산면 송현리 1095-21 ,"토양피복형접촉산화,PSBR",0,남면,민간(대행),춘천댐,500톤 미만 50톤 이상,북한강상류,수입천,한강,8648,8648
50,0,0,50,28.7,0,0.0,28.7,28.7,0,0.0,28.7,117.0,6.4,84.6,13.0,116.1,6.1,37.256,12.648,3.766,1.531,21351,35,94.5,3.2,0.0,0.0,0.0,0.0,460.0,자외선 오존 기타,Ⅰa,0.0,2.2,9430.0,0.0,0.413,16.9,0,0,강원도,양구군,오미리1반,강원 양구군 방산면 오미리 1111 ,선회와류식 SBR,0,남면,민간(대행),춘천댐,500톤 미만 50톤 이상,북한강상류,수입천,한강,5704,5704
50,0,0,50,28.9,0,0.0,28.9,28.9,0,0.0,28.9,118.4,6.2,84.4,12.6,120.6,0.9,38.154,13.505999999999998,4.027,1.462,21921,31,94.8,3.2,0.0,0.0,0.0,0.0,575.0,염소 자외선 오존 기타,Ⅰa,0.0,12.3,53663.0,0.0,2.327,16.9,0,0,강원도,양구군,오유1리,강원 양구군 해안면 오유리 10 ,분리막,0,남면,민간(대행),인북천,500톤 미만 50톤 이상,북한강상류,북한강,한강,6062,6062
50,0,0,50,25.6,0,0.0,25.6,25.6,0,0.0,25.6,123.8,6.6,87.3,13.7,127.5,6.4,41.268,13.008,4.147,1.524,22382,36,94.7,3.0,0.0,0.0,0.0,0.0,450.0,염소 자외선 오존 기타,Ⅰa,0.0,3.3,14455.0,0.0,0.88,16.9,0,0,강원도,양구군,지석1리 1반,강원 양구군 동면 지석1리 483번지 ,"접촉산화법,A2O",0,남면,민간(대행),춘천댐,500톤 미만 50톤 이상,북한강상류,서천,한강,6428,6428
45,0,0,45,24.4,0,0.0,24.4,24.4,0,0.0,24.4,121.9,4.5,84.1,9.9,129.3,6.2,42.325,11.99,3.957,1.561,23100,23,96.3,2.9,0.0,0.0,0.0,0.0,800.0,염소 자외선 오존 ,Ⅰa,0.0,0.3,1142.0,0.0,0.23600000000000002,16.9,0,0,강원도,양구군,적리,강원 양구군 남면 적리 458 ,"접촉산화법,A2O",0,남면,민간(대행),춘천댐,50톤 미만,북한강상류,서천,한강,8994,8994
40,0,0,40,34.1,0,0.0,34.1,34.1,0,0.0,34.1,113.4,6.0,85.7,12.4,113.0,6.5,36.236,12.703,3.645,1.2590000000000001,20950,37,94.7,3.7,0.0,0.0,0.0,0.0,675.0,염소 자외선 오존 기타,Ⅰa,0.0,8.6,37658.0,0.0,1.385,16.9,0,0,강원도,양구군,오유2리,강원도 양구군 해안면 현리 110   ,"접촉산화법,A2O",0,남면,민간(대행),인북천,50톤 미만,북한강상류,인북천,한강,8210,8210
35,0,0,35,20.6,0,0.0,20.6,20.6,0,0.0,20.6,112.8,6.5,87.2,13.7,115.6,5.2,37.514,13.927,3.783,1.3019999999999998,21763,47,94.2,2.2,0.0,0.0,0.0,0.0,714.0,자외선 오존 기타,Ⅰa,0.0,3.1,13577.0,0.0,0.826,16.9,0,0,강원도,양구군,금악리2반,강원도 양구군 방산면 금악리 1154-1 ,"고효율 합병정화조,TBCR-Ⅱ",0,남면,민간(대행),춘천댐,50톤 미만,북한강상류,수입천,한강,7552,7552
30,0,0,30,19.6,0,0.0,19.6,19.6,0,0.0,19.6,119.1,5.7,84.5,12.1,123.0,5.1,39.488,10.825,4.15,1.536,23354,41,95.2,2.2,0.0,0.0,0.0,0.0,783.0,염소 자외선 오존 기타,Ⅰa,0.0,5.2,22872.0,0.0,1.462,16.9,0,0,강원도,양구군,공수리,양구군 양구읍 공수리 340-1 ,TBCR-Ⅱ,0,남면,민간(대행),춘천댐,50톤 미만,북한강상류,양구서천,한강,3130,2894
30,0,0,30,28.3,0,0.0,28.3,28.3,0,0.0,28.3,119.1,5.9,81.9,11.8,120.3,6.2,39.707,13.966,4.211,1.311,22125,34,95.0,3.2,0.0,0.0,0.0,0.0,789.0,염소 자외선 오존 기타,Ⅰa,0.0,9.4,41204.0,0.0,1.825,16.9,0,0,강원도,양구군,석현리,강원 양구군 양구읍 석현리 38-2 ,"접촉산화법,A2O",0,남면,민간(대행),소양강,50톤 미만,북한강상류,소양강,한강,8273,8273
30,0,0,30,15.2,0,0.0,15.2,15.2,0,0.0,15.2,120.5,6.3,85.0,12.3,119.8,6.8,38.159,13.620999999999999,3.947,1.4280000000000002,22096,35,94.8,1.7,0.0,0.0,0.0,0.0,490.0,염소 자외선 오존 ,Ⅰa,0.0,4.5,19649.0,0.0,1.62,16.9,0,0,강원도,양구군,웅진리,강원 양구군 양구읍 웅진리 397-4 ,"접촉산화법,A2O",0,남면,민간(대행),소양강,50톤 미만,북한강상류,소양강,한강,8685,8685
30,0,0,30,26.4,0,0.0,26.4,26.4,0,0.0,26.4,126.7,6.2,87.4,13.4,123.7,7.5,41.525,12.720999999999998,4.2589999999999995,1.6,23067,36,95.1,3.2,0.0,0.0,0.0,0.0,466.0,염소 자외선 오존 ,Ⅰa,0.0,4.1,17735.0,0.0,1.045,16.9,0,0,강원도,양구군,지석1리 2.3반,강원 양구군 동면 지석리 997-1 ,"접촉산화법,A2O",0,남면,민간(대행),춘천댐,50톤 미만,북한강상류,서천,한강,7907,7907
25,0,0,25,19.3,0,0.0,19.3,19.3,0,0.0,19.3,121.6,6.0,87.5,12.3,124.8,5.9,39.56,13.569,4.183,1.376,22450,34,95.1,2.2,0.0,0.0,0.0,0.0,525.0,자외선 오존 기타,Ⅰa,0.0,5.6,24573.0,0.0,1.6,16.9,0,0,강원도,양구군,오미리,강원도 양구군 방산면 오미리 1243 ,"접촉산화법,TBCR-Ⅱ",0,남면,민간(대행),춘천댐,50톤 미만,북한강상류,수입천,한강,7918,7918
23,0,0,23,23.5,0,0.0,23.5,23.5,0,0.0,23.5,125.2,6.9,87.0,14.3,128.3,7.1,44.145,15.048,4.087,1.492,22829,52,94.5,2.8,0.0,0.0,0.0,0.0,768.0,염소 자외선 오존 기타,Ⅰa,0.0,5.4,23661.0,0.0,1.264,16.9,0,0,강원도,양구군,고대리,강원 양구군 양구읍 고대리 211-7 ,"고효율합병정화,A2O",0,남면,민간(대행),춘천댐,50톤 미만,북한강상류,양구서천,한강,7552,7552
23,0,0,23,14.3,0,0.0,14.3,14.3,0,0.0,14.3,116.1,6.5,87.0,13.3,116.8,6.3,39.681999999999995,13.815999999999999,4.122,1.3940000000000001,23000,45,94.4,1.6,0.0,0.0,0.0,0.0,525.0,자외선 오존 기타,Ⅰa,0.0,4.7,20582.0,0.0,1.8,16.9,0,0,강원도,양구군,금악리4반,강원 양구군 방산면 금악리 905-11 ,"고효율합병정화,A2O",0,남면,민간(대행),춘천댐,50톤 미만,북한강상류,수입천,한강,8284,7727
23,0,0,23,17.8,0,0.0,17.8,17.8,0,0.0,17.8,119.8,6.1,86.9,13.4,124.7,7.5,45.508,14.568,4.248,1.7530000000000001,21983,33,94.9,2.0,0.0,0.0,0.0,0.0,622.0,염소 자외선 오존 ,Ⅰa,0.0,1.0,4248.0,0.0,1.206,16.9,0,0,강원도,양구군,도사리,강원 양구군 양구읍 도사리 221-9 ,"접촉산화법,A2O",0,남면,민간(대행),춘천댐,50톤 미만,북한강상류,한전천,한강,8094,8094
20,0,0,20,17.1,0,0.0,17.1,17.1,0,0.0,17.1,112.1,4.6,83.4,9.9,110.0,4.1,35.586,12.129000000000001,3.593,1.166,20671,30,95.9,1.8,0.0,0.0,0.0,0.0,488.0,염소 자외선 오존 ,Ⅰa,0.0,6.1,26839.0,0.0,1.973,16.9,0,0,강원도,양구군,군량리,강원 양구군 양구읍 군량리 122-3 ,"접촉산화법,A2O",0,남면,민간(대행),춘천댐,50톤 미만,북한강상류,군량천,한강,9004,9004
20,0,0,20,10.7,0,0.0,10.7,10.7,0,0.0,10.7,121.7,7.0,89.0,14.4,117.7,7.7,39.314,15.234000000000002,3.9560000000000004,1.579,22383,51,94.2,1.2,0.0,0.0,0.0,0.0,465.0,염소 자외선 오존 ,Ⅰa,0.0,1.5,6611.0,0.0,0.775,16.9,0,0,강원도,양구군,장평리,강원 양구군 방산면 장평리 209-1 ,"접촉산화법,A2O",0,남면,민간(대행),춘천댐,50톤 미만,북한강상류,수입천,한강,9162,9162
2600,0,0,2600,2101.6,0,0.0,2101.6,1628.2,0,0.0,1628.2,103.0,1.0,86.2,5.2,157.7,1.4,39.7,5.902,4.147,0.055,150224,7,99.0,214.3,0.0,0.0,0.0,0.0,11976.0,자외선 ,Ⅰa,0.0,155.5,678914.0,0.0,0.523,783.1,2,0,강원도,인제군,인제,강원도 인제군 인제읍 남북리 520-2 ,SBR,0,0,민간(대행),소양강,500톤 이상(Ⅱ지역),북한강상류,소양강,한강,6435,6435
2000,0,0,2000,1466.1,0,0.0,1466.1,1466.1,0,0.0,1466.1,120.3,1.4,102.4,6.4,271.0,3.5,34.228,4.981,3.822,0.107,170221,8,98.8,174.3,0.0,0.0,0.0,0.0,9543.0,자외선 ,Ⅰa,0.0,131.5,574220.0,0.0,0.49200000000000005,602.4,2,0,강원도,인제군,인제북면,강원도 인제군 북면 원통리 848-1 ,PSBR,0,0,민간(대행),소양강,500톤 이상(Ⅱ지역),북한강상류,인북천,한강,3304,3583
1700,0,0,1700,1432.0,0,0.0,1432.0,1311.4,0,0.0,1311.4,97.9,0.9,82.4,4.4,114.3,2.1,35.266999999999996,6.591,3.548,0.03,147221,7,99.1,138.9,0.0,0.0,0.0,0.0,8118.0,자외선 ,Ⅰa,0.0,168.4,735336.0,0.0,0.706,512.0,2,0,강원도,인제군,인제기린,강원도 인제군 기린면 현리 470-1 ,NPR,0,0,민간(대행),소양강,500톤 이상(Ⅱ지역),북한강상류,내린천,한강,5125,5125
1200,0,0,1200,778.7,0,0.0,778.7,778.7,0,0.0,778.7,119.6,1.6,101.4,6.5,157.6,4.4,37.169000000000004,8.826,3.7119999999999997,0.113,177016,9,98.7,91.9,0.0,0.0,0.0,0.0,6567.0,자외선 ,Ⅰa,0.0,98.0,428083.0,0.0,0.69,361.4,2,0,강원도,인제군,인제서화,강원  인제군 서화면 천도리 711,PSBR,0,0,민간(대행),소양강,500톤 이상(Ⅱ지역),북한강상류,소양강,한강,3304,3596
1000,0,0,1000,390.0,0,0.0,390.0,387.9,0,0.0,387.9,92.8,0.8,80.2,4.1,141.5,3.3,26.099,11.367,3.3989999999999996,0.068,127311,7,99.1,35.9,0.0,0.0,0.0,0.0,2151.0,자외선 ,Ⅰa,0.0,69.9,305067.0,0.0,0.987,301.2,2,0,강원도,인제군,인제용대관광지,강원도 인제군 북면 용대리 1781-1 ,NPR,0,0,민간(대행),소양강,500톤 이상(Ⅱ지역),북한강상류,인북천,한강,6272,6272
700,0,0,700,496.3,0,0.0,496.3,496.3,0,0.0,496.3,129.9,2.2,111.6,7.6,319.5,4.9,37.844,15.421,3.717,0.124,164746,8,98.3,63.4,0.0,0.0,0.0,0.0,4494.0,자외선 ,Ⅰa,0.0,85.7,374270.0,0.0,0.9470000000000001,210.8,1,0,강원도,인제군,인제남면,강원도 인제군 남면 신남리 437 ,PSBR,0,0,민간(대행),소양강,500톤 이상(Ⅱ지역),북한강상류,어론천,한강,3304,3596
400,0,0,400,326.0,0,0.0,326.0,326.0,0,0.0,326.0,105.9,4.8,88.4,11.1,146.9,4.9,36.075,9.169,3.7889999999999997,0.821,145415,12,95.5,33.0,0.0,0.0,0.0,0.0,6742.0,염소 자외선 오존 기타,Ⅰa,0.0,43.4,189686.0,0.0,0.73,120.4,1,0,강원도,인제군,서화리구구골,강원도 인제군 서화면  서화리 1034-3,HANS-SBR,0,0,민간(대행),소양강,500톤 미만 50톤 이상,북한강상류,인북천,한강,1225,1309
300,0,0,300,92.8,0,0.0,92.8,92.8,0,0.0,92.8,92.1,3.6,77.5,7.5,99.4,4.7,25.226999999999997,11.325999999999999,3.054,0.877,132302,11,96.1,8.2,0.0,0.0,0.0,0.0,875.0,염소 자외선 오존 기타,Ⅰa,0.0,16.4,71648.0,0.0,0.9690000000000001,90.4,1,0,강원도,인제군,방동(밤골),강원도 인제군 기린면 방동리    124,NPR,0,0,민간(대행),소양강,500톤 미만 50톤 이상,북한강상류,한강,한강,5490,5490
200,0,0,200,93.6,0,0.0,93.6,93.6,0,0.0,93.6,120.7,4.9,103.2,11.6,132.9,5.2,37.747,13.642999999999999,4.053999999999999,1.334,151698,12,95.9,10.8,0.0,0.0,0.0,0.0,300.0,염소 오존 기타,Ⅰa,0.0,22.3,97271.0,0.0,1.304,60.2,1,0,강원도,인제군,상남,강원 인제군 상남면 상남리  109,BSTS-II,0,0,민간(대행),소양강,500톤 미만 50톤 이상,북한강상류,인북천,한강,5726,5726
200,0,0,200,108.8,0,0.0,108.8,108.8,0,0.0,108.8,103.3,5.0,86.2,13.8,117.4,5.5,32.117,12.082,3.7089999999999996,0.785,162170,12,95.2,10.7,0.0,0.0,0.0,0.0,1227.0,염소 자외선 오존 기타,Ⅰa,0.0,5.2,22760.0,0.0,0.262,60.2,1,0,강원도,인제군,용대2,강원 인제군 북면 용대리  530,SBR,0,0,민간(대행),소양강,500톤 미만 50톤 이상,북한강상류,인북천,한강,6595,6595
180,0,0,180,73.4,0,0.0,73.4,73.4,0,0.0,73.4,86.5,1.9,73.3,5.2,84.5,1.6,30.396,10.399000000000001,3.315,1.306,141585,10,97.8,6.2,0.0,0.0,0.0,0.0,4398.0,염소 자외선 오존 기타,Ⅰa,0.0,16.4,71605.0,0.0,1.225,54.2,1,0,강원도,인제군,한계,강원 인제군 북면 한계리  1056-25,NIX-MBR,0,0,민간(대행),인북천,500톤 미만 50톤 이상,북한강상류,인북천,한강,3304,3304
160,0,0,160,124.9,0,0.0,124.9,124.9,0,0.0,124.9,114.4,5.4,96.3,14.0,134.9,6.2,29.645,9.46,3.514,1.006,147151,12,95.3,13.6,0.0,0.0,0.0,0.0,6785.0,염소 자외선 오존 기타,Ⅰa,0.0,30.1,131558.0,0.0,1.3219999999999998,48.2,1,0,강원도,인제군,하남1리,강원도 인제군 상남면 하남1리 434-4번지 ,Biobead,0,0,민간(대행),소양강,500톤 미만 50톤 이상,북한강상류,내린천,한강,1323,1309
150,0,0,150,25.7,0,0.0,25.7,25.7,0,0.0,25.7,123.6,5.6,105.6,9.5,139.0,4.1,41.534,11.753,4.393,1.101,137434,11,95.5,3.0,0.0,0.0,0.0,0.0,1543.0,염소 자외선 오존 기타,Ⅰa,0.0,16.4,71647.0,0.0,3.495,45.2,1,0,강원도,인제군,서화,강원도 인제군 서화면 서화리    1034-5,A2O,0,0,민간(대행),인북천,500톤 미만 50톤 이상,북한강상류,인북천,한강,9887,9887
130,0,0,130,94.8,0,0.0,94.8,94.8,0,0.0,94.8,100.3,5.1,84.1,12.6,127.0,4.3,37.274,11.722000000000001,3.3930000000000002,0.607,146396,11,94.9,9.0,0.0,0.0,0.0,0.0,4220.0,염소 자외선 오존 기타,Ⅰa,0.0,11.4,49583.0,0.0,0.6559999999999999,39.2,1,0,강원도,인제군,덕산,강원 인제군 인제읍 덕산리  1071-3,PSBR,0,0,민간(대행),인북천,500톤 미만 50톤 이상,북한강상류,인북천,한강,3304,3304
120,0,0,120,76.0,0,0.0,76.0,76.0,0,0.0,76.0,83.8,4.9,69.2,10.9,88.0,5.4,24.178,12.682,2.978,0.884,131679,11,94.2,6.0,0.0,0.0,0.0,0.0,967.0,염소 자외선 오존 기타,Ⅰa,0.0,8.2,35860.0,0.0,0.5920000000000001,36.1,1,0,강원도,인제군,월학(송학동),강원도 인제군 북면 월학리    2421-4,SMMIAR,0,0,민간(대행),인북천,500톤 미만 50톤 이상,북한강상류,한강,한강,5141,5141
100,0,0,100,31.1,0,0.0,31.1,31.1,0,0.0,31.1,98.4,4.4,84.3,8.2,93.6,4.3,22.316999999999997,6.3420000000000005,2.326,0.65,142377,12,95.5,2.9,0.0,0.0,0.0,0.0,226.0,염소 자외선 오존 기타,Ⅰa,0.0,10.7,46718.0,0.0,1.8869999999999998,30.1,1,0,강원도,인제군,귀둔(군량밭),강원도 인제군 인제읍 귀둔리    991-1,SBF,0,0,민간(대행),소양강,500톤 미만 50톤 이상,북한강상류,귀둔천,한강,4754,4754
100,0,0,100,172.0,0,0.0,172.0,172.0,0,0.0,172.0,99.5,5.7,84.0,15.1,96.2,5.2,27.711,14.138,3.161,1.234,165566,12,94.3,16.1,0.0,0.0,0.0,0.0,791.0,염소 자외선 오존 기타,Ⅰa,0.0,1.4,6054.0,0.0,0.044000000000000004,30.1,1,0,강원도,인제군,방동(도채동),강원도 인제군 기린면 방동리    512-12,KSBNR,0,0,민간(대행),소양강,500톤 미만 50톤 이상,북한강상류,한강,한강,4788,4788
100,0,0,100,63.9,0,0.0,63.9,63.9,0,0.0,63.9,122.5,6.2,101.7,19.2,131.0,5.5,34.884,10.880999999999998,4.771,0.726,160660,12,94.9,7.4,0.0,0.0,0.0,0.0,4341.0,염소 자외선 오존 기타,Ⅰa,0.0,7.3,31955.0,0.0,0.628,30.1,1,0,강원도,인제군,용대3,강원 인제군 북면 용대리  400-1,PSBR,0,0,민간(대행),소양강,500톤 미만 50톤 이상,북한강상류,북천,한강,3304,3304
90,0,0,90,138.6,0,0.0,138.6,138.6,0,0.0,138.6,88.8,4.1,72.4,10.1,83.0,4.8,28.888,9.301,3.0060000000000002,0.82,144774,11,95.4,11.7,0.0,0.0,0.0,0.0,594.0,염소 자외선 오존 기타,Ⅰa,0.0,16.2,70878.0,0.0,0.644,27.1,1,0,강원도,인제군,고사리(텃말),강원 인제군 인제읍 고사리  577,BSTS-II,0,0,민간(대행),소양강,500톤 미만 50톤 이상,북한강상류,인북천,한강,5484,5484
70,0,0,70,11.5,0,0.0,11.5,11.5,0,0.0,11.5,91.1,2.5,78.6,7.5,85.7,2.1,29.799,15.605,3.3139999999999996,1.2830000000000001,126321,10,97.3,1.0,0.0,0.0,0.0,0.0,400.0,염소 자외선 오존 기타,Ⅰa,0.0,15.2,66528.0,0.0,7.287000000000001,21.1,1,0,강원도,인제군,한계2리,강원도 인제군 북면 한계리    1554,HANT,0,0,민간(대행),소양강,500톤 미만 50톤 이상,북한강상류,한강,한강,4836,4836
60,0,0,60,20.4,0,0.0,20.4,20.4,0,0.0,20.4,103.3,4.8,88.4,10.4,154.0,3.4,32.004,10.769,3.798,1.186,133000,11,95.4,2.0,0.0,0.0,0.0,0.0,372.0,염소 자외선 오존 기타,Ⅰa,0.0,4.7,20385.0,0.0,1.252,18.1,1,0,강원도,인제군,서리(양지말),강원도 인제군 기린면 서리    455,SBR,0,0,민간(대행),소양강,500톤 미만 50톤 이상,북한강상류,한강,한강,5633,5633
50,0,0,50,40.5,0,0.0,40.5,40.5,0,0.0,40.5,86.4,4.6,71.5,10.3,100.6,4.3,25.443,7.526,2.9160000000000004,0.8,134509,11,94.7,3.3,0.0,0.0,0.0,0.0,2396.0,염소 자외선 오존 기타,Ⅰa,0.0,5.8,25323.0,0.0,0.785,15.1,1,0,강원도,인제군,서흥,강원 인제군 서화면 서흥리  318,PSBR,0,0,민간(대행),인북천,500톤 미만 50톤 이상,북한강상류,인북천,한강,3304,3304
50,0,0,50,24.4,0,0.0,24.4,24.4,0,0.0,24.4,97.7,5.2,81.0,15.5,102.5,5.3,31.813000000000002,14.931,3.4960000000000004,1.2770000000000001,133075,11,94.7,2.3,0.0,0.0,0.0,0.0,335.0,염소 자외선 오존 기타,Ⅰa,0.0,3.9,17102.0,0.0,0.88,15.1,1,0,강원도,인제군,어론(절골),강원도 인제군 남면 어론리    827,토양피복형접촉산화,0,0,민간(대행),소양강,500톤 미만 50톤 이상,북한강상류,한강,한강,5846,5846
50,0,0,50,22.8,0,0.0,22.8,22.8,0,0.0,22.8,83.7,5.0,68.6,12.8,80.3,5.6,32.918,14.912,3.3169999999999997,1.077,132906,12,94.0,1.8,0.0,0.0,0.0,0.0,450.0,염소 자외선 오존 기타,Ⅰa,0.0,6.5,28431.0,0.0,1.5630000000000002,15.1,1,0,강원도,인제군,월학(구미동),강원도 인제군 북면 월학리    2405-1,SMMIAR,0,0,민간(대행),인북천,500톤 미만 50톤 이상,북한강상류,한강,한강,4516,4516
50,0,0,50,185.7,0,0.0,185.7,185.7,0,0.0,185.7,80.6,2.2,67.2,4.7,76.1,2.3,21.500999999999998,5.75,2.62,0.405,112906,10,97.3,14.6,0.0,0.0,0.0,0.0,437.0,염소 자외선 오존 기타,Ⅰa,0.0,9.0,39261.0,0.0,0.265,15.1,1,0,강원도,인제군,한계(민박촌),강원도 인제군 북면 한계리    458-7,SBF,0,0,민간(대행),인북천,500톤 미만 50톤 이상,북한강상류,한강,한강,4775,4775
45,0,0,45,79.8,0,0.0,79.8,79.8,0,0.0,79.8,108.5,4.0,91.9,12.2,129.4,5.0,28.238000000000003,11.992,3.258,0.8079999999999999,141917,11,96.3,8.3,0.0,0.0,0.0,0.0,564.0,염소 자외선 오존 기타,Ⅰa,0.0,5.6,24620.0,0.0,0.387,13.6,1,0,강원도,인제군,귀둔(평동),강원도 인제군 인제읍 귀둔리    671-3,SBF,0,0,민간(대행),소양강,50톤 미만,북한강상류,한강,한강,4856,4856
30,0,0,30,6.6,0,0.0,6.6,6.6,0,0.0,6.6,106.5,2.5,89.6,6.7,90.5,3.3,32.010999999999996,19.089000000000002,3.935,1.838,133333,13,97.7,0.7,0.0,0.0,0.0,0.0,210.0,자외선 오존 기타,Ⅰa,0.0,11.8,51328.0,0.0,9.764,9.0,1,0,강원도,인제군,가리산리,가리산리 92-10 ,KSBNR,0,0,민간(대행),소양강,50톤 미만,북한강상류,한강,한강,4956,4956
30,0,0,30,56.0,0,0.0,56.0,56.0,0,0.0,56.0,110.7,3.4,94.4,7.5,108.3,3.1,29.54,13.642999999999999,3.443,1.3840000000000001,145083,12,96.9,6.0,0.0,0.0,0.0,0.0,185.2,자외선 오존 기타,Ⅰa,0.0,5.9,25972.0,0.0,0.583,9.0,1,0,강원도,인제군,관대리,남면 관대리 643 ,BSTS-II,0,0,민간(대행),소양강,50톤 미만,북한강상류,북천,한강,5309,5309
30,0,0,30,8.2,0,0.0,8.2,8.2,0,0.0,8.2,73.5,4.4,60.8,11.3,77.9,3.3,28.199,14.91,3.457,1.325,135500,12,94.0,0.6,0.0,0.0,0.0,0.0,152.0,염소 자외선 오존 기타,Ⅰa,0.0,2.1,8998.0,0.0,1.382,9.0,1,0,강원도,인제군,귀둔(양지말),강원도 인제군 인제읍 귀둔리    520-13,SBR,0,0,민간(대행),소양강,50톤 미만,북한강상류,귀둔천,한강,5951,5951
30,0,0,30,57.6,0,0.0,57.6,57.6,0,0.0,57.6,92.1,5.6,78.8,12.9,95.4,3.6,32.014,16.622,3.537,1.7690000000000001,132917,13,93.9,5.0,0.0,0.0,0.0,0.0,140.3,염소 자외선 오존 기타,Ⅰa,0.0,1.4,5947.0,0.0,0.13,9.0,1,0,강원도,인제군,신월리(안골),강원도 인제군 남면 신월리    259-3,KDHST,0,0,민간(대행),소양강,50톤 미만,북한강상류,한강,한강,6586,6586
30,0,0,30,47.9,0,0.0,47.9,47.9,0,0.0,47.9,106.8,6.0,88.4,17.8,117.2,6.8,30.197,19.964000000000002,3.678,2.489,149583,13,94.4,4.8,0.0,0.0,0.0,0.0,450.0,염소 자외선 오존 기타,Ⅰa,0.0,1.6,7006.0,0.0,0.183,9.0,1,0,강원도,인제군,월학(사현동),북면 월학리 266-37 ,SBF,0,0,민간(대행),인북천,50톤 미만,북한강상류,한강,한강,5309,5309
5000,0,0,5000,2464.4,0,0.0,2464.4,2414.3,0,0.0,2414.3,325.7,2.1,151.4,10.2,205.8,3.0,54.559,8.619,6.632999999999999,0.49,156631,32,99.4,797.8,0.0,0.0,0.0,0.0,20032.0,자외선 ,Ⅰa,6.0,318.9,1308401.0,19.3,0.68,0.0,0,0,강원도,고성군,거진,강원도 고성군 거진읍 거진리 471-5 ,DNR,0,0,민간(대행),양양남대천,500톤 이상(Ⅳ지역),동해북부,한강,한강,5911,5910
